Id,CreationDate,ClosedDate,DeletionDate,Score,OwnerUserId,AnswerCount
6817,2008-08-09T15:42:17Z,NA,NA,5,852,8
6818,2008-08-09T15:47:05Z,NA,2008-08-24T14:54:09Z,2,NA,9
6834,2008-08-09T16:24:11Z,2012-01-28T01:07:57Z,2012-12-27T15:32:22Z,4,NA,9
6847,2008-08-09T17:02:56Z,2015-05-24T23:40:51Z,NA,10,381,14
6859,2008-08-09T17:51:09Z,2016-04-11T23:12:53Z,NA,15,770,4
6890,2008-08-09T20:00:37Z,NA,NA,7,636,3
6891,2008-08-09T20:01:09Z,NA,NA,7,380,8
6892,2008-08-09T20:02:59Z,NA,2008-08-24T14:51:35Z,-1,NA,12
6899,2008-08-09T20:11:18Z,NA,NA,144,799,13
6904,2008-08-09T20:22:19Z,NA,NA,1,631,4
6909,2008-08-09T20:46:07Z,2012-05-05T19:03:22Z,2013-12-09T06:29:14Z,2,NA,4
6913,2008-08-09T21:05:40Z,NA,NA,5,863,1
6915,2008-08-09T21:16:29Z,NA,NA,31,755,10
6918,2008-08-09T21:26:06Z,NA,2008-08-09T21:33:13Z,-2,NA,1
6926,2008-08-09T21:57:07Z,2012-10-19T13:48:39Z,NA,18,91,9
6932,2008-08-09T22:19:59Z,NA,NA,2,571,8
6936,2008-08-09T22:53:06Z,2009-07-28T10:24:32Z,2009-08-24T22:26:42Z,374,NA,0
6937,2008-08-09T22:55:26Z,2014-12-05T00:02:52Z,NA,22,396,11
6957,2008-08-10T00:01:18Z,NA,NA,4,116,2
6964,2008-08-10T00:30:20Z,NA,2008-08-24T14:54:23Z,4,NA,3
6973,2008-08-10T00:50:16Z,NA,NA,8,752,4
6979,2008-08-10T01:04:39Z,2011-04-28T13:29:58Z,2012-03-03T01:04:49Z,2,NA,0
6988,2008-08-10T01:35:37Z,2011-09-04T05:53:50Z,2011-09-10T01:05:00Z,35,NA,61
7002,2008-08-10T02:19:12Z,2012-03-07T16:57:22Z,2013-09-27T17:35:24Z,8,NA,5
7015,2008-08-10T03:07:39Z,NA,NA,6,493,7
7017,2008-08-10T03:11:27Z,NA,NA,0,814,3
7031,2008-08-10T04:00:06Z,NA,NA,15,876,6
7034,2008-08-10T04:07:52Z,NA,NA,528,404,5
7035,2008-08-10T04:07:55Z,NA,NA,100,369,11
7047,2008-08-10T05:04:42Z,2012-03-01T19:48:22Z,2014-12-01T18:41:21Z,7,NA,9
7050,2008-08-10T05:10:31Z,2013-07-21T02:45:25Z,2014-06-06T07:16:46Z,5,NA,5
7051,2008-08-10T05:10:44Z,NA,2008-08-10T05:12:10Z,0,NA,NA
7053,2008-08-10T05:11:21Z,NA,2008-08-10T05:11:55Z,0,NA,NA
7061,2008-08-10T06:00:21Z,NA,2008-08-24T14:54:17Z,2,NA,3
7074,2008-08-10T07:18:02Z,NA,NA,4184,571,50
7084,2008-08-10T07:50:54Z,NA,NA,17,888,9
7089,2008-08-10T08:08:21Z,2012-07-13T09:19:47Z,NA,236,889,21
7095,2008-08-10T08:23:55Z,NA,NA,200,373,10
7113,2008-08-10T08:55:40Z,2011-08-01T13:32:23Z,2013-07-04T18:12:53Z,76,NA,30
7114,2008-08-10T08:58:10Z,NA,NA,4,571,4
7115,2008-08-10T08:59:16Z,2012-05-05T01:46:31Z,2015-01-13T04:00:38Z,5,NA,6
7118,2008-08-10T09:07:19Z,NA,NA,10,889,9
7121,2008-08-10T09:09:15Z,2012-08-05T15:11:14Z,2013-03-20T20:51:50Z,13,NA,12
7136,2008-08-10T09:43:39Z,NA,2008-08-10T09:43:49Z,0,NA,NA
7137,2008-08-10T09:48:33Z,NA,2013-03-08T15:20:54Z,1,NA,5
7138,2008-08-10T09:49:41Z,2015-03-19T04:48:00Z,NA,0,NA,3
7139,2008-08-10T09:50:01Z,2013-01-30T21:49:38Z,2014-04-10T12:20:42Z,11,NA,8
7170,2008-08-10T12:00:29Z,2015-03-25T13:20:29Z,2016-04-20T20:22:36Z,37,NA,21
7173,2008-08-10T12:11:24Z,NA,NA,7,917,4
7174,2008-08-10T12:12:09Z,NA,NA,3,886,6
7180,2008-08-10T12:39:20Z,NA,NA,4,274,4
7190,2008-08-10T13:09:13Z,NA,NA,9,371,6
7209,2008-08-10T14:49:10Z,NA,NA,7,209,3
7211,2008-08-10T15:03:20Z,NA,NA,17,916,4
7212,2008-08-10T15:05:33Z,NA,NA,5,266,5
7214,2008-08-10T15:10:41Z,NA,NA,2,916,1
7224,2008-08-10T15:48:24Z,NA,NA,5,NA,2
7229,2008-08-10T16:08:36Z,2011-05-05T02:11:12Z,2011-06-04T22:49:28Z,51,NA,0
7231,2008-08-10T16:16:15Z,NA,NA,10,925,5
7237,2008-08-10T16:46:12Z,NA,NA,10,799,4
7244,2008-08-10T17:14:10Z,NA,NA,71,905,10
7245,2008-08-10T17:16:55Z,NA,NA,30,758,5
7251,2008-08-10T17:30:05Z,2012-01-21T13:58:24Z,2012-02-22T21:06:47Z,6,NA,0
7252,2008-08-10T17:34:46Z,2014-12-18T09:30:03Z,NA,100,573,24
7260,2008-08-10T17:50:11Z,2013-05-03T17:43:56Z,NA,55,889,2
7269,2008-08-10T18:06:04Z,NA,NA,6,931,3
7272,2008-08-10T18:11:08Z,2015-07-13T05:32:39Z,NA,3,145,8
7277,2008-08-10T18:20:38Z,NA,NA,8,755,12
7284,2008-08-10T18:41:02Z,NA,NA,278,198,11
7287,2008-08-10T18:49:53Z,NA,NA,8,573,4
7291,2008-08-10T19:00:02Z,2012-08-02T16:06:26Z,2016-05-06T04:31:15Z,5,NA,4
7301,2008-08-10T19:37:12Z,2012-01-21T13:58:33Z,2012-02-22T21:07:01Z,15,NA,0
7304,2008-08-10T19:45:21Z,NA,2008-08-24T14:54:01Z,1,NA,9
7308,2008-08-10T19:53:47Z,2014-08-03T16:24:25Z,2014-08-30T07:09:00Z,-3,NA,10
7321,2008-08-10T20:12:11Z,NA,2008-09-17T11:31:00Z,-1,NA,0
7326,2008-08-10T20:25:32Z,NA,2009-08-05T02:54:15Z,30,NA,0
7329,2008-08-10T20:29:38Z,NA,2008-09-04T17:51:02Z,8,NA,0
7335,2008-08-10T20:41:19Z,2009-08-15T14:17:25Z,2009-10-12T11:34:52Z,20,NA,0
7348,2008-08-10T21:00:14Z,NA,NA,9,636,5
7364,2008-08-10T21:58:24Z,2014-09-08T17:16:40Z,NA,62,277,10
7366,2008-08-10T22:06:11Z,2013-01-18T21:08:33Z,2015-03-23T00:00:50Z,6,NA,6
7367,2008-08-10T22:06:49Z,NA,NA,9,945,1
7388,2008-08-10T22:57:00Z,2011-08-20T14:09:15Z,2012-08-30T19:24:03Z,13,NA,26
7398,2008-08-10T23:10:53Z,NA,NA,8,737,3
7428,2008-08-10T23:48:23Z,NA,2008-08-24T15:39:58Z,4,NA,4
7430,2008-08-10T23:52:15Z,NA,2008-08-24T14:53:52Z,0,NA,5
7440,2008-08-11T00:05:36Z,2012-12-22T19:07:37Z,NA,31,889,15
7470,2008-08-11T01:32:16Z,NA,NA,0,150,2
7472,2008-08-11T01:34:34Z,NA,NA,11,856,6
7477,2008-08-11T01:43:13Z,NA,NA,103,841,18
7489,2008-08-11T02:50:09Z,NA,NA,5,813,5
7492,2008-08-11T03:00:26Z,NA,NA,218,556,30
7503,2008-08-11T03:54:43Z,NA,NA,10,234,3
7517,2008-08-11T04:32:01Z,NA,NA,5,797,7
7525,2008-08-11T04:52:50Z,NA,NA,15,61,12
7526,2008-08-11T04:54:58Z,2014-02-20T00:51:15Z,2014-02-20T00:51:19Z,6,NA,15
7535,2008-08-11T05:16:13Z,NA,NA,13,708,3
7539,2008-08-11T05:23:02Z,NA,NA,37,959,5
7540,2008-08-11T05:24:33Z,NA,NA,6,122,5
7541,2008-08-11T05:28:32Z,NA,2008-08-17T14:36:05Z,-2,NA,6
7551,2008-08-11T05:44:42Z,NA,NA,675,541,16
7558,2008-08-11T06:00:22Z,NA,NA,2,NA,2
7565,2008-08-11T06:19:49Z,NA,2008-08-13T06:17:32Z,2,NA,10
7571,2008-08-11T06:39:54Z,2013-01-04T20:44:04Z,2015-03-11T16:06:33Z,89,NA,23
7579,2008-08-11T07:02:46Z,NA,NA,31,961,9
7586,2008-08-11T07:26:46Z,NA,NA,5,NA,4
7592,2008-08-11T07:39:51Z,NA,NA,12,518,5
7596,2008-08-11T07:45:20Z,NA,NA,32,917,10
7603,2008-08-11T08:10:27Z,NA,NA,5,886,4
7614,2008-08-11T08:36:39Z,NA,NA,1,342,4
7621,2008-08-11T08:54:11Z,NA,2008-08-11T09:13:40Z,0,NA,1
7622,2008-08-11T08:55:13Z,NA,NA,83,973,10
7630,2008-08-11T09:13:32Z,2012-11-21T18:05:26Z,2014-03-08T21:28:07Z,30,NA,12
7642,2008-08-11T09:41:11Z,NA,NA,19,133,10
7651,2008-08-11T10:04:32Z,NA,NA,133,381,9
7652,2008-08-11T10:04:50Z,NA,NA,3,493,7
7655,2008-08-11T10:15:06Z,NA,2008-08-24T14:53:44Z,1,NA,7
7661,2008-08-11T10:23:48Z,NA,NA,6,706,6
7662,2008-08-11T10:27:22Z,2013-07-29T07:14:27Z,NA,513,383,23
7664,2008-08-11T10:38:51Z,NA,NA,5,912,3
7665,2008-08-11T10:40:41Z,NA,NA,161,893,13
7674,2008-08-11T11:17:36Z,2015-05-08T10:35:28Z,NA,5,137,4
7676,2008-08-11T11:23:05Z,NA,NA,1,230,5
7681,2008-08-11T11:33:01Z,NA,NA,6,972,2
7685,2008-08-11T11:43:27Z,NA,NA,44,608,14
7693,2008-08-11T11:56:16Z,2012-01-27T16:56:35Z,2012-02-19T09:38:58Z,5,NA,0
7694,2008-08-11T11:57:17Z,NA,NA,76,230,6
7702,2008-08-11T12:11:32Z,2011-05-31T15:02:56Z,2012-02-08T21:49:30Z,7,NA,0
7707,2008-08-11T12:18:02Z,NA,NA,52,979,8
7709,2008-08-11T12:20:15Z,NA,2011-04-09T11:29:25Z,2,NA,0
7719,2008-08-11T12:36:20Z,NA,NA,1,194,5
7720,2008-08-11T12:37:50Z,NA,NA,34,998,18
7726,2008-08-11T12:40:01Z,NA,NA,3,137,3
7737,2008-08-11T12:50:43Z,NA,NA,6,1007,7
7743,2008-08-11T12:55:38Z,2012-01-18T03:04:09Z,2012-02-22T16:20:07Z,7,NA,0
7758,2008-08-11T13:09:08Z,NA,NA,2,93,8
7773,2008-08-11T13:24:19Z,NA,NA,26,1013,7
7779,2008-08-11T13:30:21Z,NA,NA,8,791,6
7804,2008-08-11T14:01:39Z,NA,2008-08-24T14:56:21Z,0,NA,7
7820,2008-08-11T14:16:56Z,2013-08-17T14:29:24Z,2015-01-13T01:42:41Z,2,NA,4
7837,2008-08-11T14:42:51Z,NA,NA,77,1013,33
7846,2008-08-11T15:04:21Z,NA,NA,7,572,10
7851,2008-08-11T15:12:53Z,NA,NA,5,840,4
7864,2008-08-11T15:30:30Z,2011-12-17T01:17:11Z,NA,99,751,14
7867,2008-08-11T15:32:03Z,2011-09-17T03:49:16Z,2012-02-22T22:17:37Z,9,NA,0
7868,2008-08-11T15:32:37Z,2013-04-04T17:05:52Z,2015-01-05T03:00:37Z,-3,NA,3
7873,2008-08-11T15:37:30Z,NA,NA,0,NA,2
7880,2008-08-11T15:50:51Z,NA,NA,16,432,5
7884,2008-08-11T15:56:42Z,NA,NA,42,1030,4
7885,2008-08-11T15:57:35Z,NA,NA,11,432,8
7889,2008-08-11T16:01:34Z,NA,2008-08-24T14:53:37Z,3,NA,15
7899,2008-08-11T16:13:43Z,NA,2008-08-24T14:53:32Z,-1,NA,5
7909,2008-08-11T16:22:55Z,NA,2008-08-24T15:19:03Z,1,NA,2
7913,2008-08-11T16:27:55Z,NA,NA,49,1031,16
7917,2008-08-11T16:28:57Z,NA,NA,13,402,8
7933,2008-08-11T16:41:47Z,NA,NA,2,1030,2
7937,2008-08-11T16:45:10Z,NA,NA,22,268,10
7940,2008-08-11T16:46:28Z,2013-03-20T10:16:04Z,NA,8,428190,9
7954,2008-08-11T16:59:35Z,NA,NA,5,383,3
7963,2008-08-11T17:15:44Z,2008-09-17T10:38:47Z,2009-03-20T06:03:27Z,5,NA,0
7973,2008-08-11T17:24:54Z,2012-10-27T13:17:42Z,NA,19,673,18
7975,2008-08-11T17:26:19Z,2011-09-14T15:18:23Z,2012-05-01T03:18:18Z,30,NA,16
7981,2008-08-11T17:28:56Z,NA,NA,4,25,6
7990,2008-08-11T17:37:27Z,2012-08-17T20:13:41Z,NA,19,96,11
7991,2008-08-11T17:37:57Z,NA,NA,28,194,6
7992,2008-08-11T17:38:04Z,NA,2008-08-11T17:42:27Z,1,NA,4
8002,2008-08-11T17:43:04Z,NA,2008-08-24T14:55:54Z,4,NA,6
8004,2008-08-11T17:43:50Z,NA,NA,4,1027,5
8008,2008-08-11T17:48:58Z,NA,2008-08-11T20:43:44Z,-1,NA,2
8021,2008-08-11T17:59:01Z,NA,NA,81,742,10
8027,2008-08-11T18:05:42Z,NA,2008-08-28T06:25:49Z,0,NA,0
8033,2008-08-11T18:09:35Z,2013-06-05T15:07:30Z,2015-01-16T03:52:46Z,85,NA,14
8042,2008-08-11T18:13:44Z,NA,NA,22,905,11
8044,2008-08-11T18:15:07Z,2012-01-31T15:06:07Z,2012-02-22T21:12:27Z,15,NA,0
8050,2008-08-11T18:19:48Z,2013-05-07T08:37:33Z,NA,35,383,16
8066,2008-08-11T18:30:44Z,NA,NA,0,721,1
8087,2008-08-11T18:51:43Z,NA,NA,6,1035,16
8106,2008-08-11T19:11:49Z,NA,NA,9,380,3
8107,2008-08-11T19:12:33Z,NA,NA,8,999,2
8127,2008-08-11T19:36:47Z,NA,NA,7,982,5
8128,2008-08-11T19:41:20Z,NA,NA,18,17,5
8140,2008-08-11T19:48:52Z,NA,NA,14,277,6
8142,2008-08-11T19:50:31Z,NA,NA,3,380,2
8145,2008-08-11T19:53:16Z,NA,NA,4,685,2
8147,2008-08-11T19:54:20Z,NA,NA,6,193,2
8154,2008-08-11T19:59:32Z,NA,NA,11,736,2
8166,2008-08-11T20:08:03Z,NA,NA,15,547,1
8170,2008-08-11T20:10:38Z,2013-02-25T23:59:06Z,2015-01-13T21:58:41Z,11,NA,10
8175,2008-08-11T20:16:03Z,NA,2008-08-24T14:55:47Z,-7,NA,18
8198,2008-08-11T20:44:14Z,2009-08-05T21:08:11Z,2010-10-21T05:55:46Z,20,NA,0
8202,2008-08-11T20:49:32Z,NA,2009-05-10T09:37:29Z,13,NA,0
8213,2008-08-11T20:59:11Z,NA,NA,42,727,14
8214,2008-08-11T21:00:40Z,NA,NA,7,708,7
8219,2008-08-11T21:07:44Z,NA,NA,7,782,3
8223,2008-08-11T21:10:32Z,NA,NA,8,72,5
8228,2008-08-11T21:13:59Z,NA,NA,4,703,2
8236,2008-08-11T21:16:30Z,NA,NA,98,432,13
8263,2008-08-11T21:51:06Z,NA,NA,2,179,3
8265,2008-08-11T21:53:58Z,2011-12-06T03:02:09Z,2012-10-31T15:03:28Z,17,NA,6
8276,2008-08-11T22:12:04Z,NA,NA,10,923,5
8284,2008-08-11T22:20:04Z,NA,NA,12,519,17
8293,2008-08-11T22:31:16Z,2010-01-23T20:03:59Z,2010-01-23T20:04:28Z,12,NA,0
8306,2008-08-11T22:37:47Z,NA,NA,4,277,3
8318,2008-08-11T22:53:50Z,NA,NA,9,1054,4
8323,2008-08-11T23:01:34Z,NA,2008-08-24T14:55:41Z,-6,NA,9
8348,2008-08-11T23:49:32Z,NA,NA,6,940,8
8351,2008-08-12T00:02:42Z,NA,NA,42,680,16
8355,2008-08-12T00:06:36Z,NA,NA,7,277,3
8365,2008-08-12T00:21:58Z,NA,NA,5,547,1
8370,2008-08-12T00:34:58Z,NA,2008-08-24T14:55:35Z,4,NA,12
8371,2008-08-12T00:36:32Z,NA,NA,113,547,8
8383,2008-08-12T00:54:52Z,2013-03-19T19:17:55Z,2013-03-19T19:17:58Z,0,NA,5
8398,2008-08-12T01:22:38Z,NA,NA,11,396,11
8407,2008-08-12T01:58:23Z,NA,2008-08-24T14:55:29Z,3,NA,3
8418,2008-08-12T02:36:03Z,2008-08-24T03:10:44Z,2008-08-24T23:45:36Z,6,NA,3
8422,2008-08-12T02:39:06Z,NA,NA,4,571,5
8435,2008-08-12T03:26:38Z,NA,NA,25,733,10
8439,2008-08-12T03:46:11Z,NA,NA,16,233,7
8440,2008-08-12T03:53:53Z,2011-09-12T16:44:58Z,2012-12-28T22:30:55Z,515,NA,52
8441,2008-08-12T03:58:21Z,NA,NA,9,57,3
8443,2008-08-12T04:00:13Z,NA,NA,5,257,6
8447,2008-08-12T04:09:16Z,NA,NA,866,580,10
8448,2008-08-12T04:11:15Z,NA,NA,16,580,6
8451,2008-08-12T04:18:09Z,NA,NA,7,716,13
8452,2008-08-12T04:18:30Z,NA,NA,33,580,4
8472,2008-08-12T04:59:35Z,NA,NA,319,1,103
8485,2008-08-12T05:16:01Z,NA,NA,12,364,3
8493,2008-08-12T05:24:36Z,2011-09-09T15:08:40Z,NA,5,459,4
8496,2008-08-12T05:25:21Z,NA,NA,50,708,7
8506,2008-08-12T05:36:43Z,NA,2012-05-06T20:23:10Z,27,NA,12
8508,2008-08-12T05:40:49Z,NA,NA,6,459,5
8517,2008-08-12T05:51:01Z,NA,NA,4,459,3
8527,2008-08-12T05:59:53Z,NA,2008-08-24T14:55:15Z,1,NA,5
8532,2008-08-12T06:04:48Z,NA,NA,7,459,3
8545,2008-08-12T06:18:08Z,NA,NA,3,1063,3
8546,2008-08-12T06:19:38Z,NA,NA,50,195,5
8549,2008-08-12T06:22:06Z,NA,NA,4,1065,6
8566,2008-08-12T07:32:32Z,NA,NA,44,551,16
8569,2008-08-12T07:36:14Z,2013-11-18T06:01:19Z,NA,22,834,11
8578,2008-08-12T07:46:59Z,NA,2008-08-28T05:23:30Z,2,NA,0
8585,2008-08-12T07:53:40Z,NA,NA,5,143,1
8599,2008-08-12T08:08:11Z,NA,NA,7,974,4
8604,2008-08-12T08:20:15Z,NA,NA,17,33,9
8607,2008-08-12T08:35:07Z,2014-09-07T19:47:53Z,2014-09-07T19:48:02Z,46,NA,8
8609,2008-08-12T08:40:42Z,2016-06-25T11:22:06Z,2017-01-23T21:45:36Z,42,NA,10
8612,2008-08-12T08:44:09Z,NA,NA,2,2759376,8
8622,2008-08-12T08:59:59Z,2012-11-06T09:14:40Z,2015-06-03T00:03:02Z,9,NA,4
8624,2008-08-12T09:08:05Z,NA,NA,2,982,4
8625,2008-08-12T09:13:23Z,NA,NA,167,832,8
8626,2008-08-12T09:13:40Z,NA,NA,2,1065,2
8648,2008-08-12T10:32:40Z,NA,NA,1,254,3
8651,2008-08-12T10:37:50Z,NA,NA,3,383,6
8653,2008-08-12T10:40:05Z,NA,NA,1,1076,5
8669,2008-08-12T10:54:54Z,NA,NA,2,1030,2
8676,2008-08-12T11:04:11Z,NA,NA,685,475,16
8681,2008-08-12T11:11:29Z,NA,2009-08-19T11:22:25Z,12,NA,0
8685,2008-08-12T11:14:27Z,NA,NA,6,1149,4
8688,2008-08-12T11:20:43Z,NA,NA,3,1075,9
8691,2008-08-12T11:25:41Z,NA,NA,6,194,3
8692,2008-08-12T11:28:36Z,NA,NA,176,NA,10
8702,2008-08-12T11:46:35Z,2012-09-05T10:09:01Z,2014-12-18T23:56:10Z,24,NA,19
8704,2008-08-12T11:48:52Z,NA,NA,6,1042,3
8715,2008-08-12T12:01:01Z,NA,NA,6,908,7
8722,2008-08-12T12:04:14Z,NA,NA,26,51,14
8726,2008-08-12T12:07:15Z,NA,NA,5,572,3
8728,2008-08-12T12:10:14Z,NA,NA,3,1008,4
8742,2008-08-12T12:20:29Z,NA,NA,14,1108,6
8747,2008-08-12T12:24:11Z,2017-01-11T14:24:27Z,NA,18,614,13
8748,2008-08-12T12:24:41Z,2012-11-14T11:33:16Z,NA,10,1061,13
8749,2008-08-12T12:26:50Z,2013-07-18T19:20:55Z,2013-08-30T15:33:45Z,24,NA,28
8756,2008-08-12T12:29:32Z,2012-02-12T19:52:58Z,NA,21,267,9
8761,2008-08-12T12:33:10Z,NA,NA,4,1078,9
8763,2008-08-12T12:34:07Z,NA,NA,16,1108,9
8785,2008-08-12T13:00:35Z,NA,2008-08-24T14:55:02Z,4,NA,2
8790,2008-08-12T13:04:28Z,NA,NA,25,292,3
8795,2008-08-12T13:09:22Z,NA,NA,11,1109,4
8800,2008-08-12T13:12:50Z,NA,NA,65,61,8
8807,2008-08-12T13:15:46Z,NA,NA,1,31505,1
8830,2008-08-12T13:43:30Z,NA,NA,0,738,2
8832,2008-08-12T13:44:06Z,NA,NA,2,1025,3
8836,2008-08-12T13:48:22Z,NA,2008-09-01T15:11:44Z,-13,NA,-1
8842,2008-08-12T13:53:25Z,2011-11-07T11:05:50Z,2013-06-07T15:28:43Z,1,NA,6
8849,2008-08-12T13:57:04Z,NA,NA,1,1048,2
8864,2008-08-12T14:08:23Z,NA,NA,58,58,3
8876,2008-08-12T14:16:41Z,NA,NA,29,31505,2
8880,2008-08-12T14:20:31Z,NA,NA,0,672,2
8885,2008-08-12T14:31:11Z,2011-11-16T00:12:24Z,2012-07-15T01:58:09Z,1,NA,3
8893,2008-08-12T14:35:39Z,2012-12-22T18:20:51Z,NA,10,733,6
8894,2008-08-12T14:35:46Z,NA,NA,5,277,1
8896,2008-08-12T14:37:28Z,NA,NA,77,1107,12
8919,2008-08-12T14:53:58Z,NA,NA,7,178,2
8921,2008-08-12T14:54:42Z,2012-01-28T01:10:52Z,2012-02-19T02:30:24Z,73,NA,0
8939,2008-08-12T15:03:40Z,NA,NA,4,1088,1
8940,2008-08-12T15:04:29Z,NA,NA,-1,1111,1
8941,2008-08-12T15:07:40Z,NA,NA,53,832,8
8948,2008-08-12T15:16:00Z,NA,NA,84,145,13
8950,2008-08-12T15:17:47Z,NA,NA,0,509,4
8952,2008-08-12T15:20:25Z,NA,NA,70,565,11
8966,2008-08-12T15:28:34Z,NA,NA,19,1124,5
8968,2008-08-12T15:29:18Z,NA,NA,7,1126,5
8970,2008-08-12T15:31:40Z,NA,NA,6,85,7
8985,2008-08-12T15:48:59Z,NA,2008-08-24T15:38:31Z,5,NA,5
8986,2008-08-12T15:50:29Z,NA,2008-08-24T14:54:56Z,-11,NA,4
8987,2008-08-12T15:50:49Z,NA,NA,25,940,1
9002,2008-08-12T15:58:30Z,NA,NA,3,162,3
9009,2008-08-12T16:03:54Z,NA,NA,40,238,5
9014,2008-08-12T16:17:22Z,NA,2008-08-24T14:56:35Z,-1,NA,4
9018,2008-08-12T16:20:58Z,NA,NA,0,636,2
9019,2008-08-12T16:22:14Z,NA,NA,1,1030,7
9022,2008-08-12T16:25:18Z,NA,NA,5,296,3
9024,2008-08-12T16:27:39Z,NA,NA,6,614,2
9033,2008-08-12T16:32:24Z,2012-02-29T16:52:14Z,NA,1476,31505,296
9044,2008-08-12T16:52:08Z,NA,NA,10,122,5
9051,2008-08-12T17:02:24Z,2011-11-25T13:59:55Z,2012-08-22T00:39:28Z,68,NA,24
9052,2008-08-12T17:03:28Z,NA,NA,8,428190,4
9072,2008-08-12T17:47:26Z,NA,NA,2,67,2
9081,2008-08-12T17:55:32Z,NA,NA,2133,116,6
9091,2008-08-12T18:01:27Z,NA,NA,9,571,7
9097,2008-08-12T18:19:49Z,2011-07-02T19:09:53Z,2012-02-22T22:09:22Z,10,NA,0
9104,2008-08-12T18:27:35Z,NA,NA,31,232,5
9122,2008-08-12T18:45:55Z,NA,NA,247,44,28
9136,2008-08-12T19:01:17Z,NA,NA,4,767,1
9141,2008-08-12T19:05:41Z,NA,2009-01-02T10:19:59Z,-2,NA,-1
9143,2008-08-12T19:10:25Z,NA,NA,11,205,8
9157,2008-08-12T19:24:22Z,2010-06-11T13:19:25Z,2010-06-15T16:33:44Z,31,NA,0
9161,2008-08-12T19:27:35Z,NA,NA,4,71,1
9173,2008-08-12T19:35:44Z,NA,NA,7,1135,14
9185,2008-08-12T19:46:43Z,2012-02-10T03:59:36Z,2016-01-26T16:42:09Z,234,NA,39
9191,2008-08-12T19:50:13Z,NA,NA,23,755,6
9204,2008-08-12T20:06:13Z,NA,NA,15,578,5
9228,2008-08-12T20:48:30Z,NA,NA,3,357,4
9231,2008-08-12T20:49:54Z,2013-11-26T12:09:51Z,NA,8,538,9
9237,2008-08-12T21:02:22Z,NA,2008-08-12T21:42:56Z,-3,NA,3
9240,2008-08-12T21:06:38Z,NA,NA,10,1144,9
9256,2008-08-12T21:27:40Z,NA,NA,4,905,2
9272,2008-08-12T21:44:32Z,NA,NA,79,1146,12
9275,2008-08-12T21:47:45Z,NA,NA,1,1104,4
9279,2008-08-12T21:56:10Z,NA,NA,32,302,15
9289,2008-08-12T22:21:30Z,NA,NA,34,268,6
9301,2008-08-12T23:01:10Z,NA,NA,5,1100,6
9303,2008-08-12T23:04:10Z,NA,NA,12,889,5
9304,2008-08-12T23:06:58Z,2014-02-03T23:47:40Z,NA,126,91,18
9314,2008-08-12T23:17:00Z,NA,NA,19,234,11
9321,2008-08-12T23:35:00Z,NA,NA,177,432,10
9331,2008-08-12T23:45:51Z,2013-05-17T16:18:28Z,2013-05-17T16:18:32Z,10,NA,9
9332,2008-08-12T23:55:24Z,2010-12-29T20:47:51Z,2012-02-06T10:18:46Z,8,NA,0
9336,2008-08-13T00:01:11Z,NA,NA,3,296,3
9338,2008-08-13T00:01:56Z,NA,NA,2,1063,2
9341,2008-08-13T00:11:03Z,NA,NA,5,233,2
9347,2008-08-13T00:25:47Z,2012-04-18T18:26:38Z,2012-04-19T02:12:25Z,7,NA,7
9355,2008-08-13T00:35:50Z,NA,NA,15,234,7
9361,2008-08-13T00:49:17Z,NA,NA,3,318,1
9372,2008-08-13T01:02:27Z,NA,NA,6,1157,1
9376,2008-08-13T01:05:47Z,NA,NA,55,1083,12
9383,2008-08-13T01:14:16Z,NA,NA,1,1154,2
9388,2008-08-13T01:24:18Z,2012-04-18T18:23:53Z,2015-06-09T06:13:12Z,16,NA,15
9389,2008-08-13T01:27:19Z,NA,2008-08-24T15:19:36Z,4,NA,10
9399,2008-08-13T01:50:16Z,2013-08-05T21:16:40Z,2013-09-26T11:38:00Z,11,NA,11
9409,2008-08-13T02:15:17Z,NA,NA,4,952,2
9410,2008-08-13T02:16:32Z,NA,NA,374,432,5
9433,2008-08-13T03:17:52Z,NA,NA,9,327,11
9434,2008-08-13T03:18:32Z,NA,NA,52,233,10
9435,2008-08-13T03:23:55Z,2017-02-05T15:27:28Z,NA,5,648,8
9439,2008-08-13T03:26:38Z,2011-10-26T12:36:04Z,2011-11-23T17:36:01Z,3,NA,0
9455,2008-08-13T03:47:52Z,NA,NA,7,204,4
9467,2008-08-13T04:04:05Z,2012-04-11T21:00:03Z,NA,6,699,1
9472,2008-08-13T04:27:31Z,NA,NA,0,493,4
9473,2008-08-13T04:30:30Z,NA,NA,4,67,2
9484,2008-08-13T04:59:53Z,NA,2008-08-24T15:17:10Z,0,NA,1
9486,2008-08-13T05:09:33Z,NA,NA,9,327,5
9498,2008-08-13T05:59:13Z,NA,2008-08-24T14:56:27Z,-6,NA,4
9501,2008-08-13T06:04:52Z,NA,NA,4,NA,3
9508,2008-08-13T06:17:00Z,NA,NA,9,419,3
9517,2008-08-13T06:33:51Z,NA,2008-08-24T15:16:36Z,-5,NA,3
9538,2008-08-13T07:29:48Z,2008-08-24T03:12:43Z,2008-09-14T09:39:48Z,7,NA,0
9543,2008-08-13T07:33:45Z,NA,NA,17,960,7
9545,2008-08-13T07:38:15Z,2011-01-26T21:22:15Z,2011-01-26T21:23:30Z,62,NA,0
9551,2008-08-13T07:41:49Z,NA,2008-08-24T15:21:23Z,-1,NA,9
